0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
0.75373739,0.727991939,-5.69E-07,0.685796142,0.613776982,-0.024334526,0.65316081,0.488378674,-0.038500994,0.622910917,0.405451357,-0.053057324,0.585591793,0.350769281,-0.061718725,0.768010139,0.407100469,-0.002834172,0.689887524,0.401317537,-0.038785502,0.685138464,0.476470649,-0.063125938,0.704773366,0.503914297,-0.078092396,0.812588334,0.435628593,-0.00851755,0.717680812,0.44389984,-0.043180231,0.707415998,0.518815041,-0.051707573,0.730951726,0.538572192,-0.053240042,0.842696667,0.489497542,-0.021321103,0.752459526,0.50591439,-0.054406937,0.738519788,0.566173732,-0.043172989,0.759776652,0.577843785,-0.030388014,0.861720502,0.550635159,-0.038074829,0.791025817,0.566652,-0.056737788,0.776878715,0.602978647,-0.048976462,0.795183957,0.609501302,-0.039166775,0.428651571,0.642172098,-3.46E-07,0.482161433,0.551519036,-0.01197017,0.511941075,0.453972161,-0.027426122,0.536534667,0.383223683,-0.0446404,0.564648747,0.320688307,-0.056992631,0.421948612,0.356078327,-0.032917555,0.512688994,0.364068419,-0.067418806,0.516070366,0.427996963,-0.080697626,0.497654676,0.44529894,-0.087712824,0.386355996,0.388037682,-0.044815265,0.498204291,0.418863595,-0.079538316,0.493938684,0.483166754,-0.081236623,0.468328923,0.495645136,-0.080315411,0.364377171,0.441333711,-0.059340827,0.474940717,0.475420296,-0.092779249,0.472499222,0.532246172,-0.082355879,0.448575914,0.542646527,-0.071678638,0.350468576,0.504067183,-0.075194657,0.436607778,0.525991678,-0.094832063,0.442088366,0.563264966,-0.087788343,0.423848659,0.570245266,-0.080073483,A
0.746987998,0.714311123,-7.16E-07,0.691443264,0.606349468,-0.019536767,0.662939072,0.483074695,-0.031152459,0.636779189,0.40347743,-0.044656646,0.602647245,0.349377751,-0.053055745,0.772523224,0.399528325,6.34E-05,0.704890966,0.39064756,-0.036769252,0.695699155,0.463924944,-0.061488308,0.71132201,0.492271185,-0.076202415,0.817190409,0.428330123,-0.008335016,0.73462218,0.438238561,-0.044833269,0.720077217,0.516005695,-0.05426934,0.739350855,0.538262546,-0.054832116,0.849190176,0.483467728,-0.023396086,0.76886344,0.502911091,-0.057775121,0.748695731,0.565024614,-0.047269512,0.765921891,0.576827586,-0.033687398,0.870611012,0.547116101,-0.041775774,0.806691229,0.565022707,-0.059849873,0.78635788,0.600669205,-0.051379323,0.800313056,0.607819796,-0.040599752,0.439243495,0.670948744,-4.31E-07,0.48968637,0.581303895,-0.010720709,0.513781905,0.481181353,-0.022647439,0.536184609,0.408978641,-0.037097234,0.561773777,0.347467482,-0.047723532,0.42703405,0.382808626,-0.014058738,0.518517196,0.397249758,-0.046910319,0.518568397,0.459875435,-0.066533387,0.494981229,0.478643596,-0.079433955,0.39380607,0.416676164,-0.025975345,0.502798319,0.447615087,-0.056796852,0.498785377,0.507150769,-0.064734995,0.473024935,0.518573582,-0.06963221,0.373434216,0.471155286,-0.041314602,0.478149563,0.504368782,-0.069981247,0.475999236,0.55782187,-0.065576136,0.451943606,0.568504035,-0.060767449,0.361945003,0.537961483,-0.058716629,0.442984521,0.558403134,-0.076870322,0.448457003,0.592299402,-0.073967397,0.429984123,0.600137532,-0.06957081,A
0.746198356,0.706834555,-7.03E-07,0.68708241,0.60010159,-0.021566706,0.660524428,0.478622079,-0.033891607,0.635301292,0.399276048,-0.047592074,0.60204494,0.346586019,-0.055884965,0.776667595,0.402273566,-0.000575798,0.703514099,0.397098035,-0.036047574,0.695230246,0.469593912,-0.060613319,0.714315832,0.495496154,-0.075573489,0.819963872,0.432041675,-0.007662879,0.730563402,0.443389088,-0.040576272,0.716203272,0.516544282,-0.04889508,0.738864183,0.534271598,-0.049910933,0.848839641,0.487379789,-0.021606127,0.763197064,0.505144119,-0.052946165,0.743660986,0.563896298,-0.042053714,0.765559912,0.573387742,-0.029187039,0.867237806,0.551108062,-0.039353408,0.802049875,0.563534737,-0.05445696,0.781499803,0.596014917,-0.045085061,0.797128379,0.604406595,-0.034385148,0.428332835,0.676972389,-4.05E-07,0.484176725,0.588025153,-0.010155135,0.51029855,0.489857078,-0.020859012,0.532723606,0.41830048,-0.03388593,0.557501256,0.356776744,-0.042873088,0.426402926,0.386480719,-0.012414447,0.515427768,0.405719817,-0.043377373,0.515166044,0.463879347,-0.060655873,0.493577272,0.475052148,-0.072327062,0.390355051,0.419213235,-0.023617743,0.500671029,0.461655408,-0.055611271,0.495555341,0.517564535,-0.064635567,0.469087064,0.523651123,-0.069898501,0.367962271,0.472878247,-0.037918083,0.474041164,0.519617796,-0.067081325,0.472241074,0.568289876,-0.063960373,0.447555572,0.57077831,-0.059864245,0.354726166,0.5383268,-0.054154743,0.439275742,0.571652472,-0.073530354,0.446485788,0.603575408,-0.073030725,0.426537663,0.603590071,-0.069993526,A
0.745007038,0.704075038,-7.03E-07,0.687207162,0.59853214,-0.022204235,0.659649611,0.476611435,-0.03501736,0.63412559,0.397884339,-0.049038541,0.601449609,0.345117569,-0.057889253,0.775790751,0.40139547,-0.00238436,0.70491755,0.397739947,-0.038577575,0.695166528,0.467641532,-0.063547023,0.713498056,0.493206412,-0.078725621,0.819664657,0.432356,-0.009316231,0.732855201,0.444542348,-0.042901326,0.717187583,0.516329288,-0.051465157,0.739145219,0.534675062,-0.05259252,0.849230289,0.488382816,-0.023144994,0.765157282,0.506731689,-0.055312071,0.744432867,0.564640224,-0.044905879,0.765223026,0.574968398,-0.032242492,0.868301034,0.552144945,-0.04077423,0.803578377,0.563264012,-0.056587115,0.782623351,0.595935225,-0.04755944,0.797751904,0.605173945,-0.037035529,0.428973436,0.67620182,-3.91E-07,0.484695852,0.586861312,-0.008967862,0.510789573,0.485905617,-0.018939689,0.533287644,0.412934214,-0.031157693,0.559276521,0.352029622,-0.038921963,0.426882744,0.385580838,-0.013650656,0.515319228,0.406357348,-0.043652352,0.512063384,0.464507699,-0.059055302,0.489753008,0.472509831,-0.069819316,0.391116798,0.417730242,-0.025218368,0.501227438,0.461957574,-0.057383876,0.493297219,0.516773641,-0.065058812,0.46801585,0.518867254,-0.069698751,0.369211376,0.471408397,-0.039566386,0.476417661,0.519998848,-0.068246588,0.470009983,0.567778647,-0.063408613,0.445288241,0.567757785,-0.058752194,0.356823683,0.536545694,-0.055831153,0.441054136,0.573805094,-0.075226583,0.443609893,0.605195642,-0.074912541,0.422027618,0.602530241,-0.072452858,A
0.748944342,0.708864748,-6.57E-07,0.68967706,0.600960255,-0.02453753,0.661291897,0.479607075,-0.03927419,0.632424414,0.401113719,-0.054664962,0.59992224,0.346454948,-0.06444867,0.772496879,0.39867872,-0.005456614,0.701545537,0.397498637,-0.042665396,0.693080783,0.468356401,-0.06836883,0.712628245,0.490377486,-0.084378563,0.81676209,0.428869516,-0.011621882,0.729629457,0.443867743,-0.046917997,0.714684486,0.516102731,-0.056057975,0.739082813,0.530307353,-0.057540007,0.846612453,0.486160517,-0.024754241,0.764567792,0.504597485,-0.058291163,0.742936969,0.562339365,-0.047472149,0.765218258,0.570197523,-0.034423374,0.865898073,0.550482512,-0.04188291,0.802720785,0.562856674,-0.05852399,0.780497253,0.594873846,-0.049461231,0.796388865,0.602362275,-0.038901143,0.427659541,0.673053741,-3.58E-07,0.483384073,0.582219481,-0.013364168,0.507892072,0.482976884,-0.026698843,0.529601514,0.409965903,-0.041498724,0.557824135,0.345197827,-0.052049819,0.421403855,0.382758766,-0.018667968,0.511445522,0.404661238,-0.051733665,0.51238811,0.466038764,-0.069523223,0.491269976,0.480710417,-0.08132378,0.384925902,0.416260898,-0.028842496,0.496503323,0.45675534,-0.062696472,0.492546976,0.516963124,-0.071149237,0.46755296,0.52732259,-0.075852767,0.362497002,0.471428394,-0.042231452,0.470987201,0.517800033,-0.073117822,0.467199802,0.568322122,-0.069493197,0.441800684,0.572175801,-0.064941727,0.349672914,0.538246214,-0.057578042,0.433829635,0.573713362,-0.078202456,0.440049857,0.603787839,-0.077878058,0.419925779,0.601380467,-0.075050503,A
0.746715605,0.705573797,-6.97E-07,0.687140703,0.598517179,-0.022949632,0.659881651,0.478865087,-0.03686833,0.633745193,0.40151453,-0.05185128,0.601461649,0.348089546,-0.061514534,0.774769485,0.401062131,-0.004628552,0.703190506,0.397715151,-0.042625796,0.693415284,0.468569875,-0.068981655,0.710933864,0.493978411,-0.084902219,0.818580806,0.432304949,-0.011663391,0.730961263,0.445460141,-0.046101846,0.715250671,0.517229736,-0.055079557,0.738234103,0.533271432,-0.056791354,0.8482517,0.489368856,-0.02569087,0.765251935,0.505894482,-0.058808148,0.743471026,0.563117146,-0.047994554,0.764855802,0.572007775,-0.035097521,0.867285073,0.553765297,-0.043520141,0.80411756,0.564074636,-0.060201745,0.783197522,0.595594585,-0.051078737,0.799634278,0.603730381,-0.040448282,0.423699141,0.674326181,-3.98E-07,0.480584323,0.583732307,-0.011034836,0.508087933,0.48268804,-0.021964518,0.529252768,0.41003862,-0.034927897,0.553322732,0.347655326,-0.043627419,0.423020035,0.380845308,-0.014494116,0.51137501,0.402823359,-0.046125773,0.511158526,0.465090513,-0.06373883,0.490673363,0.477730453,-0.075651422,0.386499554,0.414603144,-0.02537455,0.496690124,0.457516968,-0.058050632,0.491586357,0.514653325,-0.066921853,0.467329383,0.520717621,-0.072024845,0.363876909,0.469626904,-0.039375823,0.470746219,0.51741004,-0.068567984,0.467100948,0.566487193,-0.064966403,0.443047017,0.569226801,-0.060684983,0.35092175,0.536133707,-0.055409394,0.435853302,0.572273076,-0.074610025,0.441335052,0.602876902,-0.074186616,0.4215523,0.601388931,-0.07135053,A
0.746219814,0.710754395,-6.86E-07,0.686367095,0.602467656,-0.023267653,0.659684002,0.479622573,-0.036944315,0.632351696,0.4010728,-0.051510051,0.599652767,0.346492529,-0.060544308,0.773887515,0.40081194,-0.003766515,0.700418949,0.397034049,-0.040333182,0.691856802,0.468267918,-0.065153301,0.71228528,0.489546299,-0.080379114,0.817904294,0.431727707,-0.010490962,0.728611171,0.443239033,-0.044838112,0.713239491,0.516004443,-0.053141821,0.737187147,0.529973269,-0.053841528,0.847713947,0.488989562,-0.024095912,0.76238966,0.506115675,-0.057122238,0.741603911,0.565396488,-0.045799337,0.764151692,0.573640823,-0.032129545,0.866803885,0.553538442,-0.041543897,0.801595986,0.564450562,-0.057801221,0.78097856,0.597485363,-0.048098426,0.797804594,0.605920017,-0.036750555,0.42765227,0.678340018,-4.03E-07,0.484659284,0.586188674,-0.008253974,0.510255635,0.483020693,-0.018061258,0.530848742,0.407762051,-0.030233685,0.556349933,0.34449777,-0.038230516,0.423617363,0.382520586,-0.013940853,0.511561513,0.402512282,-0.044220872,0.512089968,0.465569794,-0.059791073,0.491625577,0.478773475,-0.070302844,0.386574745,0.415349722,-0.025812125,0.497468382,0.455671936,-0.05810193,0.493510932,0.515011668,-0.065669909,0.469512343,0.522628367,-0.069820933,0.364039153,0.469333589,-0.040316619,0.472396433,0.515619516,-0.069552228,0.468943834,0.567042351,-0.064836785,0.444746494,0.570699751,-0.059770729,0.351338387,0.534693301,-0.056472886,0.437582374,0.568739891,-0.075464197,0.442495018,0.602666378,-0.074055813,0.421862096,0.602599978,-0.070622876,A
0.745316923,0.709614754,-6.97E-07,0.686242998,0.602621734,-0.0229767,0.659730554,0.479198992,-0.036332168,0.633484483,0.399695098,-0.050820626,0.5999192,0.346623123,-0.059931524,0.774143755,0.3998335,-0.002613153,0.702408373,0.396304965,-0.040254712,0.691848814,0.467606366,-0.066313379,0.709752083,0.493040234,-0.082061701,0.81791383,0.430783272,-0.009703278,0.730681121,0.443087101,-0.044331748,0.713815033,0.515101731,-0.053353447,0.736041367,0.531560957,-0.054520469,0.847691774,0.487929821,-0.023901986,0.763846219,0.505848885,-0.056625914,0.742270947,0.563680887,-0.045719616,0.763661921,0.572098613,-0.032567557,0.867073059,0.552687407,-0.042029034,0.802448213,0.564925492,-0.058091778,0.782395303,0.597363114,-0.048635419,0.799343526,0.604937434,-0.037629422,0.426701188,0.675160408,-3.89E-07,0.48518911,0.580941737,-0.011147199,0.511529446,0.479359657,-0.022644434,0.531315923,0.405179173,-0.03598386,0.556227803,0.341656208,-0.044866063,0.424066186,0.380570471,-0.01766994,0.512529731,0.398804814,-0.049285371,0.514860213,0.462817162,-0.06551449,0.495213062,0.47775647,-0.076422296,0.386867613,0.414563298,-0.028575251,0.498130411,0.453341037,-0.062031642,0.495703161,0.513554096,-0.070418738,0.471813649,0.520929217,-0.075126156,0.364612818,0.469782829,-0.042185973,0.472929329,0.514053166,-0.072083876,0.4706209,0.564504743,-0.06796965,0.446478486,0.567349672,-0.063462526,0.352200925,0.535981655,-0.057613589,0.43685028,0.572151482,-0.077276297,0.442962468,0.602331877,-0.076600961,0.423176318,0.599335968,-0.073715895,A
0.748194635,0.711133778,-6.80E-07,0.686831415,0.60145843,-0.022894651,0.659493864,0.47827664,-0.035955638,0.632528961,0.39948377,-0.050135318,0.599964619,0.344389915,-0.058728792,0.773531795,0.399350017,-0.001465098,0.699584067,0.396895021,-0.037964027,0.691328704,0.468325585,-0.063422598,0.711983621,0.491134137,-0.079085886,0.817482889,0.430094391,-0.00834504,0.727745891,0.442783535,-0.042305496,0.712834835,0.514865518,-0.051033162,0.736985683,0.530079484,-0.052156836,0.846825659,0.486706793,-0.022333844,0.761120439,0.504064023,-0.05505617,0.740609109,0.562696278,-0.04440596,0.763490021,0.572100997,-0.031319451,0.865268588,0.550806582,-0.04026518,0.799866915,0.563120425,-0.056562349,0.778372943,0.5956707,-0.047608163,0.794297457,0.604668379,-0.036897816,0.422912419,0.676390767,-4.18E-07,0.481678545,0.583880067,-0.010097519,0.509205937,0.480679035,-0.020398645,0.531106353,0.405319542,-0.032557916,0.556563199,0.342070341,-0.040061954,0.423351884,0.379111648,-0.014577961,0.513585925,0.400322616,-0.04439402,0.51244086,0.462610662,-0.059539042,0.491187096,0.474295467,-0.070189826,0.387375802,0.412276328,-0.025605749,0.500107884,0.456333518,-0.05741863,0.493977129,0.514199495,-0.06513609,0.469856173,0.518736184,-0.070074558,0.365939736,0.466668516,-0.0393847,0.475838453,0.515164912,-0.067726761,0.46899724,0.565489769,-0.063015483,0.443911105,0.56741333,-0.058772314,0.354428679,0.532480001,-0.055126503,0.439777255,0.570122719,-0.074155331,0.441457659,0.6029585,-0.073756844,0.419255853,0.600575924,-0.071486719,A
0.744773567,0.70956552,-7.05E-07,0.685176969,0.601219058,-0.02147455,0.658922672,0.477474719,-0.033603795,0.632845581,0.399037004,-0.047138631,0.599246919,0.345183164,-0.055363432,0.772732675,0.400683612,-0.000637717,0.701084554,0.393969715,-0.036690809,0.691394567,0.466074705,-0.061800115,0.710029721,0.490242571,-0.077093244,0.817101479,0.430976063,-0.007838654,0.729962587,0.443085462,-0.040255673,0.714348555,0.515368581,-0.048414316,0.736714363,0.53100419,-0.049554918,0.847029746,0.487113297,-0.022030221,0.763062716,0.50462085,-0.053274874,0.741761863,0.563035846,-0.042246401,0.762664199,0.572909355,-0.029365767,0.865780652,0.550787568,-0.040017288,0.801276922,0.563544333,-0.055488259,0.779695928,0.59661144,-0.046174761,0.794641614,0.606154025,-0.035431348,0.425437331,0.677367151,-3.86E-07,0.482744992,0.583793283,-0.011931649,0.509316683,0.481744617,-0.023880422,0.531264067,0.405583262,-0.037420046,0.55810827,0.339770854,-0.046307981,0.423402548,0.380755007,-0.017068267,0.513109028,0.400405526,-0.047747374,0.512348115,0.461431742,-0.063351475,0.491286516,0.475309819,-0.074151576,0.387277305,0.41398105,-0.027514104,0.499477506,0.455092669,-0.059993625,0.49366495,0.512131512,-0.06754528,0.469954103,0.519751072,-0.072208606,0.365775704,0.468635052,-0.040963344,0.47617954,0.515200675,-0.070084587,0.469172806,0.564874589,-0.065513074,0.444441706,0.56805259,-0.061117068,0.354216278,0.534290731,-0.056471646,0.440330923,0.569976866,-0.076012962,0.441402555,0.601792991,-0.075770684,0.419440567,0.599552989,-0.073576756,A
